id,first_name,last_name,start_date,end_date,employment_type,region,area,function,business unit
dc213420-3d02-4f24-a025-4cb5b0c71837,Sybilla,Laird,17 August 2019,,Part-Time,United States,Louisville,Support,Miscellaneous
6b3db6d1-10d1-4b1c-9c84-629de0666c5b,Jennee,Kay,24 July 2020,,Apprentice,France,Paris 20,Sales,Capital Goods
f81269ff-ee98-4b16-a8c2-6e68b03876fb,Bale,Amiss,10 March 2020,,Contractor,United States,Houston,Sales,Finance
2cf0bd8d-dfe6-4d0f-bce5-d05fd6fffa7d,Flora,Stendall,07 October 2020,,Contractor,France,Montigny-lÃ¨s-Metz,Support,Finance
819c388f-daa6-4b01-8e72-4cbe60fe30ae,Adelbert,Mackneis,01 November 2020,,Part-Time,United States,Columbus,Product Management,Finance
4dfc403b-ee99-4f83-8f34-e081234bd2d3,Clemente,Astin,01 April 2018,,Apprentice,France,La Valette-du-Var,Services,Consumer Durables
fa0a4325-eb07-4770-9572-068f74d90b39,Coralie,Frapwell,16 October 2020,,Apprentice,France,Vallauris,Support,Technology
c0375e45-1dfe-4c12-8146-94e21708416a,Rowena,Wanderschek,15 October 2019,,Temporary,Canada,Smiths Falls,Marketing,Public Utilities
55d05747-475d-48c3-bbf5-5d3444bfa921,Les,Pawlyn,07 January 2020,,Part-Time,United States,Canton,Product Management,n/a
b9fed6fe-766c-4d91-a174-3c0d9842984f,Dulcia,Raggett,30 March 2019,,Contractor,France,Altkirch,Research and Development,Finance
23130b49-a8c6-4736-a8eb-9e6cf5e0ec41,Shea,Kerry,17 May 2019,,Contractor,France,Coulommiers,Engineering,Basic Industries
c586e814-a64e-4639-8713-da42f1e680e7,Elisabetta,Euler,05 January 2020,,Part-Time,United States,Schenectady,Research and Development,n/a
b5899042-201c-4af5-8cd0-56d59f02b12b,Freddy,Kobelt,17 March 2020,,Temporary,United States,Amarillo,Accounting,Health Care
4cbd1d0a-96f6-41a2-8a70-3eaf64d86478,Petey,Pitrollo,28 September 2020,,Apprentice,Germany,Berlin,Support,Health Care
10d76e94-8762-4530-90c6-6b7803211997,Dirk,Trevascus,09 June 2019,,Part-Time,France,Landivisiau,Training,n/a
772b623a-dd3b-44b9-ba79-e060ec52f5ff,Missy,Morrell,13 August 2019,,Temporary,France,Paris 10,Accounting,n/a
b1b29fe2-a01d-4440-965f-32336ba81d00,Evangeline,Beverley,13 October 2018,,Part-Time,Germany,Dillenburg,Sales,Health Care
046d6eb1-e5fa-4200-b960-8597dabf9ae2,Regina,Warr,28 December 2020,,Part-Time,United States,Virginia Beach,Human Resources,n/a
d4701fde-3580-479c-b621-100d3e066b08,Ole,Delatour,28 August 2018,,Apprentice,United States,Saint Paul,Support,Public Utilities
b54b631a-ef14-4cf8-9e3a-47cb7b0767f5,Kalindi,Deesly,26 May 2018,,Contractor,France,Paris La DÃ©fense,Research and Development,Finance
0f56d4b6-622b-4ce6-bd68-c50d53f4e6f4,Waylen,Keneford,18 October 2020,,Part-Time,United States,Cincinnati,Human Resources,n/a
beb477c2-7baf-45b4-8ef3-a813688d5ef4,Darby,Chancelier,15 December 2019,,Part-Time,United States,Dallas,Training,Finance
36ddb249-c6f7-4bea-89cd-122696372582,Zared,Durno,13 October 2020,,Apprentice,France,Saintes,Legal,Finance
b0832e53-f69f-4f32-b71a-846806030ceb,Moreen,Perillio,03 January 2021,,Apprentice,Canada,Niverville,Accounting,Miscellaneous
fb7d3013-b980-457d-95f8-60af8771af5f,Mireille,Yakunkin,21 March 2020,,Temporary,France,Lyon,Accounting,Finance
2752d5c3-6252-4edb-a35b-68f29dfdfa99,Mina,Newlands,24 August 2020,,Part-Time,Canada,Assiniboia,Product Management,Technology
e4eabb41-ab57-4428-8b7a-a45cde55813d,Stu,Barbery,04 June 2020,,Temporary,France,Roissy Charles-de-Gaulle,Product Management,Finance
f87c4742-ed7f-43c9-bec6-a99d20fa3746,Justus,Larmet,26 August 2018,,Temporary,France,AngoulÃªme,Support,Finance
7f8cfe39-6565-42e6-a8ef-b02f7b2fa193,Muriel,Sawley,23 October 2020,,Apprentice,Canada,Oxford,Training,Basic Industries
9ce28509-6096-4f1c-bea3-c3cc5c03d5c8,Jillian,Chilvers,13 January 2019,,Apprentice,United States,Garland,Accounting,Basic Industries
91f0ceb6-3d0c-45b5-8c66-0c9bfcc69b58,Hugibert,Roache,16 January 2019,,Temporary,France,Nantes,Business Development,Technology
6dbb42e4-2f02-4147-8ae0-33e0f7d93d6e,Conn,Leversuch,11 May 2020,,Temporary,United States,Orlando,Marketing,Health Care
3e4922a4-27a7-42bc-b2d6-c7927029e50e,Delcine,Maliphant,26 December 2020,,Temporary,United States,Honolulu,Business Development,Consumer Services
f2771175-371a-477f-ac0c-5ffe3bde0f5a,Zebulon,Ovenell,01 September 2019,,Part-Time,United States,Pasadena,Human Resources,Energy
823ee114-a865-4cf3-b913-972783a410fa,Kermit,Piatti,23 June 2020,,Part-Time,France,Paris 14,Marketing,Consumer Services
d83f9c5f-ad13-4d29-b196-0ba8ed3562d8,Bobette,Grigoliis,31 July 2019,,Part-Time,United States,Little Rock,Training,Capital Goods
cbbe3758-dd32-4a62-9592-955151ba98e0,Sanders,Habercham,14 December 2019,,Apprentice,United States,Philadelphia,Sales,Technology
a6ef9475-ab4f-4ff0-b872-1b46a1c927f3,Rex,Brailey,03 February 2020,,Part-Time,Germany,MÃ¼nster,Training,Finance
a25ef8b2-b96c-4d10-9d04-be153d28da99,Toddy,Glauber,24 July 2020,,Temporary,France,La Roche-sur-Yon,Business Development,Technology
f71862e0-b785-49c6-af8e-196ad06e3356,Melinde,Haruard,06 January 2020,,Part-Time,France,Auxerre,Marketing,Consumer Services
5cdba936-4a0f-4937-b103-1d0c7437f702,Curcio,Wharlton,06 October 2019,,Contractor,Canada,Saint-Augustin-de-Desmaures,Business Development,Public Utilities
5ea9276e-ab20-4daa-a2b5-66619fca389b,Fionnula,Maggill'Andreis,31 May 2020,,Part-Time,France,Nantes,Legal,Consumer Durables
bf7330b8-10cc-4535-8787-3194e1a7d365,Cornall,Clapston,03 November 2020,,Part-Time,Canada,West End,Sales,n/a
cec0b480-5757-43d1-aee9-13cc6b0b5d89,Marlow,Snelling,19 August 2019,,Apprentice,Canada,Sundre,Marketing,Finance
aeba1dbb-59b5-4139-b291-43ca9882460c,Tom,Eliet,19 August 2020,,Apprentice,France,Vanves,Sales,n/a
6092af00-1bc5-4e60-a145-77d9dd82520f,Pia,Massimo,17 July 2020,,Temporary,United States,Greensboro,Support,Basic Industries
94ff181b-b66a-48c8-973a-586eadee1d21,Jessie,Duckering,15 November 2019,,Apprentice,France,Troyes,Services,n/a
ccd9a375-b76a-41dc-b4c0-4894cc18df72,Anthony,Renals,04 June 2020,,Part-Time,Canada,Blainville,Product Management,Consumer Services
decf2ec1-1584-4bdf-a2a0-118e5cc1a1ab,Gerik,Swindells,20 June 2020,,Part-Time,Canada,LÃ©vis,Business Development,Finance
50e99829-5a7a-471b-80cd-3e0c78ee4b39,Elvera,Fairburn,23 September 2020,,Contractor,Canada,Saint-FÃ©licien,Sales,n/a
ce5f2284-14be-4e55-9bad-2721968b5b88,Lexie,Pynner,11 August 2019,,Part-Time,United States,Houston,Support,Technology
8e722596-0590-4649-97ad-0854f0a05614,Dominique,Lavington,16 February 2020,,Apprentice,Canada,Kimberley,Research and Development,Health Care
9d6764ce-38e2-4a5f-828a-37133312a8fe,Jorry,Bodd,31 March 2020,,Apprentice,United States,Lincoln,Research and Development,Finance
4cfff8c2-a5cf-486d-a307-419cd7f94c87,Kermie,Kristoffersson,08 December 2019,,Part-Time,France,Toulouse,Sales,Finance
1211ab03-d73f-44d8-a0e1-e482f26b6fa9,Malvina,Keeffe,09 October 2020,,Apprentice,United States,Toledo,Product Management,Finance
4b04f27e-0d1e-47ad-ac51-b3db67a1cfa1,Adams,Gumby,14 May 2020,,Temporary,United States,Bronx,Services,Energy
13a09acb-e41f-4275-9ab8-8d7e53541a88,Koenraad,Louca,17 November 2020,,Contractor,Canada,Greater Napanee,Product Management,n/a
9486ea39-98b5-451d-8530-08cff0378185,Mae,Bridgen,19 July 2019,,Temporary,United States,Grand Forks,Sales,Health Care
57bd3f5c-d41b-4e2e-84d4-fc7b7653b17b,Donica,Lipgens,11 January 2021,,Contractor,United States,Odessa,Product Management,Consumer Non-Durables
00619d22-46f3-4cc6-9408-48f390513835,Ronny,Robet,21 August 2019,,Part-Time,United States,Erie,Services,Capital Goods
0bc6b23b-9c59-4f23-a9f5-b5c27135d5d9,Darb,O' Byrne,15 January 2021,,Contractor,Canada,Gibbons,Services,Finance
3ba06ab8-15b8-4268-9471-826d9e107bf1,Obed,O'Giany,30 September 2019,,Temporary,France,Bayonne,Business Development,n/a
2825688d-dca5-4db9-8863-89bd4bab7ffb,Tyrone,Cavnor,16 February 2020,,Apprentice,United States,Baltimore,Research and Development,Technology
b4a1d8e9-5885-479f-a3ff-1f638dad962c,Vikky,Ickowicz,18 February 2020,,Apprentice,United States,West Hartford,Support,Finance
7a891747-47d5-41b9-8b56-365ea2c64ebf,Gwendolin,Guiduzzi,21 October 2020,,Apprentice,United States,San Francisco,Human Resources,Health Care
7261c540-a083-49c9-81f9-b7b302a77024,Alair,Ferronet,23 December 2020,,Contractor,Canada,MontrÃ©al,Business Development,n/a
895d472c-110c-426f-8b07-3d39a974db70,Bentlee,Willingam,05 July 2019,,Contractor,France,Auxerre,Legal,Transportation
84f083b0-bf0c-4686-9865-fb6b08b0c707,Alan,Kenna,31 October 2018,,Temporary,United States,Hagerstown,Training,Technology
a27de323-cb91-48dd-8cb1-53e713d35c24,Elie,Bean,25 March 2018,,Part-Time,Canada,Val-d'Or,Legal,Finance
8a4eb762-fc10-4328-9633-c25cfdc34ae3,Griffie,Buckthorpe,13 September 2020,,Contractor,France,Noailles,Services,Finance
83404eb6-2818-428d-807d-7db9a97b0136,Brittani,Llop,27 May 2019,,Apprentice,France,Aulnay-sous-Bois,Research and Development,Finance
0e80f340-c82a-4f45-8704-2b0db9cc9766,Curry,Skinner,29 December 2020,,Contractor,Germany,MÃ¼nchen,Accounting,n/a
12c22379-9676-4347-836b-5c8f834db94f,Lazare,Sidebottom,04 May 2019,,Contractor,United States,San Antonio,Human Resources,Health Care
03ce1df6-4d59-4aa9-b076-60b0bf407b52,Quentin,Greig,27 February 2020,,Contractor,United States,Tempe,Support,Technology
7223dfc7-fbd2-476a-ad61-3973fbad4bea,Cacilia,McKeney,02 September 2020,,Contractor,France,Auch,Accounting,n/a
d77ada1c-4dcc-4d34-beb9-74197a713973,Wilden,Bullent,26 January 2019,,Apprentice,United States,Vancouver,Business Development,Finance
d6898e43-e3d0-49a7-8d28-8bc6cba08b19,Aurelia,Reddell,19 June 2020,,Temporary,Canada,Norman Wells,Product Management,Finance
3a7ba9b3-5185-4e5a-aba1-e73b0e13e2d0,Vivie,Banner,04 July 2019,,Part-Time,United States,Birmingham,Marketing,n/a
be4ff536-94b0-4c4e-bd1f-aafbf1bbfcd9,Gianni,Fery,15 October 2020,,Apprentice,France,Rueil-Malmaison,Marketing,n/a
122a925b-affc-4514-b2c5-5082509d013e,Welch,Vlasenko,18 June 2019,,Temporary,France,Vitrolles,Marketing,Technology
b0f3856d-c2e8-45da-b42a-c109483b512f,Nancy,Stang-Gjertsen,07 August 2020,,Temporary,France,Bastia,Human Resources,Health Care
022c8dd2-da39-4b6b-8f81-c8b6f967877a,Lorilyn,Sellack,21 December 2020,,Contractor,France,Saint-Pierre-Montlimart,Training,Technology
a090b73f-1890-4329-882b-5880d379f1f3,Thorpe,Bradneck,21 February 2020,,Part-Time,France,Arcueil,Accounting,Finance
fa4680c8-8471-470b-8f98-9ea42e133cbc,Archaimbaud,Pourveer,02 January 2021,,Temporary,France,Albi,Marketing,Health Care
b9c65d77-141e-4561-8f7c-f601d8ce0954,Tracey,Blunsum,02 September 2019,,Contractor,United States,Sioux Falls,Legal,n/a
d893148e-cec1-4c15-a1bb-ea812a903c35,Jim,Jewess,06 December 2019,,Apprentice,Philippines,Ransang,Accounting,Capital Goods
0ad6800f-f617-4410-b94d-b1d2d9b30810,Doralia,Suero,31 August 2020,,Part-Time,Philippines,Buyuan,Research and Development,Energy
722fc1d9-3bcb-4c44-adb2-72a408569b59,Ivan,Ibberson,28 May 2019,,Contractor,Philippines,Cabalaoangan,Sales,n/a
ccbd590c-8073-429c-92d7-564fa6bc23b2,Claudio,Swinbourne,23 October 2018,,Part-Time,Philippines,Buenavista,Sales,Consumer Services
67fea4d3-9a5e-41cd-b073-73639a0f3770,Jerrilee,Himpson,15 April 2020,,Apprentice,Philippines,Buenavista,Sales,Consumer Services
cabac63e-b387-45b7-84b2-49758b1dc2b4,Worth,Pedracci,15 May 2020,,Part-Time,Philippines,Matabao,Accounting,Capital Goods
a51da356-0080-467a-b0a9-c1933a83c4fd,Luther,MacCurtain,15 April 2019,,Contractor,Philippines,Basak,Training,Public Utilities
89372cdf-e39d-4c8b-b1c4-b433727fd95a,Hershel,Berthomieu,07 July 2020,,Part-Time,Philippines,Tagbacan Ibaba,Marketing,n/a
5e6b5d6b-6658-4755-a74d-99d440466a93,Fairleigh,Liggens,22 May 2020,,Apprentice,Philippines,Linoan,Engineering,Consumer Services
0c8cf755-0e5d-4e5d-84e9-9af1ac16d291,Audrey,Kain,23 May 2019,,Contractor,Philippines,Katuli,Support,n/a
276dd91b-af29-40fd-a44a-b4dea878e076,Morena,Sancho,24 November 2019,,Contractor,Philippines,Perez,Human Resources,n/a
d7d7c243-0071-42f3-af7b-37df87be4ede,Salomi,Behagg,17 March 2020,,Temporary,Philippines,Sinubong,Accounting,Energy
4fc1a914-3922-46ac-999a-c0334422b11e,Marigold,Tointon,05 December 2019,,Contractor,Philippines,Janagdong,Business Development,n/a
a67a0440-9579-4674-8d87-69dc09b668c9,Torey,Chorlton,01 April 2020,,Contractor,Philippines,San Nicolas,Sales,n/a
bd81fa5c-35d6-43dc-b291-b36493e3e5a0,Gradey,Aspital,26 February 2020,,Contractor,Philippines,San Andres,Product Management,Public Utilities
4168f4fe-3fa6-4ee7-9305-fefbac0f0ac1,Davide,Sambells,18 August 2019,,Contractor,Philippines,Santa Brigida,Marketing,n/a
969bd653-d0a0-409e-a543-3dc842f38075,Roshelle,Elms,03 January 2021,,Temporary,Philippines,Kagay,Research and Development,n/a
5914da4d-ac67-4da1-ad1d-fc3990f3fe73,Luca,Pinxton,29 April 2020,,Temporary,Philippines,San Nicolas,Business Development,Finance
b4a806bb-ddbd-4bea-83d7-9ec7fe5758d4,Teriann,Ayars,21 February 2020,,Temporary,Philippines,Santo NiÃ±o,Support,Consumer Services
5df94f56-3679-44f5-b784-ff7f376afaef,Hedvig,Keyzor,29 August 2020,,Part-Time,Philippines,Vigo,Human Resources,Technology
506c32aa-5a7e-4718-b83f-5c9f03c46121,Colman,Tripony,18 July 2020,,Contractor,Philippines,San Rafael,Services,Consumer Services
0fa73f1e-5dcb-41e4-86d3-d2855fb977bb,Prentiss,Puller,18 December 2019,,Part-Time,Philippines,Guinticgan,Support,Finance
f0f62b24-476b-4e50-a797-d5e7527ce52b,Jerrold,Sedgman,08 July 2020,,Temporary,Philippines,Anulid,Sales,n/a
e14b608d-b04a-4944-9e44-1d65768ac4f2,Aleen,Tregien,09 April 2019,,Apprentice,Philippines,San Francisco,Marketing,Consumer Services
3c980753-90af-457a-9cf8-db2690367401,Avigdor,Smeal,12 August 2020,,Temporary,Philippines,Cabanbanan,Research and Development,n/a
9091515f-106e-451b-8c82-e1c817a990fc,Roobbie,Grafham,22 August 2019,,Apprentice,Philippines,Tomingad,Marketing,n/a
6cb16bc5-f260-404a-879b-55a321c1f80b,Ritchie,Yeulet,06 December 2018,,Temporary,Philippines,Barcelona,Training,Consumer Non-Durables
95208d07-2c43-4338-b723-b4ede69c83d3,Kermie,Brammer,04 April 2020,,Apprentice,Philippines,Taywanak Ilaya,Training,Health Care
228bbcdc-c0e7-4ca7-b201-964e87302747,Hyacinthe,Woffenden,14 October 2020,,Contractor,Philippines,Bayog,Training,Technology
435c0e5e-53e9-4425-97f6-5974c1505f42,Agata,Filyushkin,14 August 2019,,Apprentice,Philippines,Simimbaan,Legal,Consumer Services
ce6f177a-c752-4fac-a0f6-5443dc0bf7d5,Chadwick,McTurley,10 May 2020,,Temporary,Philippines,Maagnas,Engineering,Technology
3c351cf7-887a-4f57-8c9b-65c8272f78c0,Emmalynne,Battersby,02 June 2020,,Temporary,Philippines,Agoncillo,Accounting,Consumer Services
4f7d9a23-babe-438c-8173-70a6fdd65e9a,Gwynne,Cufley,15 January 2021,,Contractor,Philippines,Sangat,Legal,Public Utilities
6dcd30f9-f7d2-49ab-a7ca-d565680d97f9,Mechelle,Brind,14 June 2018,,Temporary,Philippines,La Dicha,Accounting,Finance
c926588e-e41a-4f74-a52c-6bb52118d94f,Andrea,Pavier,28 April 2019,,Apprentice,Philippines,Takub,Accounting,Energy
927026ec-a50a-4aeb-b7cb-29d558214f3b,Marci,Scraney,24 July 2019,,Contractor,Philippines,Balogo,Services,n/a
585a2f9c-deb7-40b6-9d86-3fbe24daec5b,Tybie,Hannabuss,14 June 2018,,Contractor,Philippines,Guruyan,Engineering,Consumer Services
02da0803-88ac-45ed-a9e1-286b78329e23,Clementine,Harmes,12 June 2019,,Contractor,Philippines,Masaguisi,Product Management,Finance
d15ecd95-0f4e-4323-992a-b8b57e78d709,Letitia,Jamison,13 November 2018,,Temporary,Philippines,Rizal,Business Development,Public Utilities
5b8fb9d0-7c5b-4498-9cdd-4c661a5719f4,Clarisse,Pigney,22 December 2018,,Contractor,Philippines,Malhiao,Services,Finance
3dd816a8-2a2f-4b37-977a-a0f9c4a72f76,Jaimie,Marven,13 January 2020,,Contractor,Philippines,Port Barton,Accounting,n/a
066c6001-8716-4cd6-8d3e-789786325e15,Lottie,Parres,21 May 2020,,Apprentice,Philippines,Ronda,Engineering,Consumer Services
3fa71762-1309-4153-81bc-84550c39089d,Elka,Brett,26 July 2018,,Part-Time,Philippines,Lomboy,Training,n/a
ad234056-b88e-4f1e-a009-796768794eba,Doyle,Danton,15 September 2020,,Apprentice,Philippines,Sillon,Product Management,Consumer Services
5844d462-a54c-4bf1-bbfb-d617351dcc98,Justino,Weigh,15 May 2019,,Apprentice,Philippines,Sagana,Sales,Health Care
af7ff348-48c3-4c07-85b6-01bf0136c051,Darryl,Jurkowski,20 April 2020,,Temporary,Philippines,Uacon,Services,Finance
69bb28ca-cbf1-4f1f-a01c-a2c1a0ae3d7b,Roley,Tomaszczyk,20 May 2019,,Temporary,Philippines,Cabatuan,Research and Development,Energy
ed3a1119-5d92-4435-8e21-db849decfddf,Darnall,Ellacombe,26 April 2018,,Apprentice,Philippines,Rajal Norte,Business Development,Transportation
92f070b2-8e5b-4af7-a781-715c6dc67f52,Kleon,Caccavella,06 January 2021,,Part-Time,Philippines,Abangay,Research and Development,Finance
aef24e1d-ab1d-4513-879a-7d83dbc91b52,Lyn,Fellgett,16 February 2020,,Apprentice,Philippines,Ditsaan,Marketing,Health Care
5f4bd3a5-2fb9-4629-9d83-0b40b1546110,Sydney,Buncom,20 October 2020,,Part-Time,Philippines,Siruma,Research and Development,n/a
eec768a9-4f07-4ee5-84a4-377f141617cc,Pier,Jzhakov,21 October 2019,,Apprentice,Philippines,Battung,Business Development,Technology
269fc3a7-08a1-4fc9-b24e-923af7379f55,Randall,Brownell,16 September 2018,,Contractor,Philippines,Solo,Services,Transportation
c0beb5ec-7fce-4210-9ead-77f6ed48f5f5,Halie,Vollam,07 February 2020,,Temporary,Philippines,Cordon,Legal,n/a
a1b5a038-b6d8-4252-8598-390fc4e2fde3,Norry,Kopf,12 July 2019,,Part-Time,Philippines,Vigan,Research and Development,Finance
93430213-7c5b-4905-9dfa-448d697c1a37,Schuyler,Buncom,15 June 2019,,Temporary,Philippines,Maluno Sur,Services,Energy
c01d8bf6-12d8-4b08-b25e-7c9bbb2c68cf,Jodie,Speake,20 June 2020,,Contractor,Philippines,San Gregorio,Product Management,Finance
b40d7389-54ab-49e0-bcdd-b506d218edd5,Jarrad,Brandom,09 August 2019,,Temporary,Philippines,Bateria,Marketing,n/a
8d5d6e41-f66a-4bb0-9a9d-54088d1dae2b,Keane,Casebourne,04 January 2021,,Contractor,Philippines,Langob,Services,n/a
c909b7ff-5dc0-40ae-90c5-d564ae38cdfe,Dee,Ludlem,14 September 2020,,Contractor,Philippines,Guagua,Services,Technology
49594eea-cf05-4635-b5e4-8cbbc29c83e6,Shel,Brogden,03 March 2019,,Temporary,Philippines,Pitogo,Training,Consumer Services
c8a703a7-c5c5-4c04-8afe-810149983441,Carlee,Bramhall,06 April 2019,,Temporary,Philippines,Balas,Training,Transportation
cb3b4784-41b1-48bf-acca-1b773abb17f4,Cassy,Pepis,09 September 2018,,Part-Time,Philippines,Maripipi,Support,Consumer Services
8dd010e5-be13-45d7-b983-e53ebc0bcbac,Rosaline,Le Conte,14 November 2020,,Apprentice,Philippines,Rebe,Business Development,Consumer Services
5d1b34d4-f2d6-433e-9974-e288a92ddd55,Miguel,Barnbrook,29 April 2019,,Temporary,Philippines,Sindon,Legal,n/a
e1b97430-30fb-4268-ab14-f8ec166ed787,Cleopatra,Millmoe,18 November 2020,,Part-Time,Philippines,Mataya,Services,Finance
912558dd-b85c-42e8-a485-69351ebc04cf,Leland,Mingame,12 December 2020,,Part-Time,Philippines,Anda,Research and Development,Consumer Services
7336c7a3-5c41-4836-a5fd-842170bc0260,Nathan,Aldrin,08 December 2020,,Contractor,Philippines,DueÃ±as,Product Management,Health Care
3cfcedf8-d617-49c6-82c1-38494641fc18,Brittne,MacGaughie,27 March 2018,26 October 2019,Apprentice,United States,New York City,Sales,Health Care
c6032a22-0833-4667-8724-59ac2f75c967,Gerrie,Lambole,13 December 2018,20 July 2019,Temporary,United States,Detroit,Engineering,Health Care
1c9255fa-b79f-4366-a3e7-4c72900cf377,Darice,Kettleson,27 December 2019,26 July 2020,Part-Time,United States,Reading,Marketing,Technology
ee2a9f9d-6f1a-4021-93b3-50d197954b45,Julio,Crinidge,24 June 2019,21 December 2020,Part-Time,United States,Fargo,Research and Development,n/a
b666d96b-1e7f-40d9-bf93-84ab8269a819,Jasun,Conner,28 May 2017,20 June 2019,Part-Time,United States,Allentown,Research and Development,Technology
8e4b330e-8135-47f9-9c21-1d12c4f88d53,West,Ridwood,12 July 2017,02 June 2020,Apprentice,United States,Flushing,Accounting,n/a
d3214eed-3557-4dc3-b5e2-ffc5c5dce8fc,Tucker,Barson,04 May 2017,15 January 2020,Temporary,United States,Chicago,Research and Development,Technology
79e87cb7-b215-4c61-abe5-435a83848451,Shaylah,Marusic,01 June 2017,09 February 2019,Temporary,United States,Houston,Training,n/a
a90f29ff-7dfc-4b70-b55d-506aec1df7ca,Nydia,Snarr,17 November 2017,06 April 2018,Part-Time,United States,Naples,Research and Development,Energy
dec56b2a-5214-46f4-bf2c-fee39493cb34,Andie,Edgworth,05 February 2017,06 May 2019,Contractor,United States,Harrisburg,Product Management,Public Utilities
dbb28945-afd1-4081-9e9b-dd49fdba85e9,Willow,Whannel,27 June 2018,24 January 2019,Part-Time,United States,Seattle,Sales,Technology
7b709891-0550-407f-bb21-22640f4e81b7,Bevvy,Bonome,21 June 2019,01 June 2020,Contractor,United States,Louisville,Support,n/a
30981660-05df-4a8f-9d75-0c9d5cecde22,Albina,Sliman,26 April 2020,11 January 2021,Temporary,United States,Lincoln,Research and Development,Energy
10ad48f1-448a-40a3-9f17-09aebcd081d3,Rosa,Peyto,11 February 2018,22 January 2020,Part-Time,United States,Clearwater,Human Resources,Finance
c688c520-3b41-42c6-8a56-c0300d832299,Josselyn,Tombleson,09 January 2017,18 August 2019,Part-Time,United States,Inglewood,Product Management,Consumer Services
53560550-cac7-4521-9577-3165a49d2434,Mike,Screen,08 September 2017,10 August 2018,Part-Time,United States,Waterbury,Marketing,Consumer Services
e5ed0ab1-dcca-4b1f-815e-0aba77d765b9,Puff,MacEnelly,29 November 2018,23 September 2020,Temporary,United States,Saint Joseph,Sales,n/a
8582c404-29f7-49e5-bb64-9deb46416737,Gardie,Maciocia,11 December 2018,22 October 2020,Temporary,United States,Tyler,Services,n/a
ad4b4b3e-7612-4f83-817a-39a3cddfdced,Farica,Sworn,14 November 2018,28 July 2019,Contractor,United States,Santa Monica,Services,Consumer Services
b7c93c34-3021-43d0-9a34-e5778e228104,Hertha,Josefs,22 March 2018,03 May 2019,Temporary,United States,San Diego,Sales,Capital Goods
47bef418-311f-44d9-96d2-a193ab05bdb6,Roi,Knoller,04 July 2018,11 August 2019,Temporary,United States,Houston,Engineering,Consumer Services
eb00a61f-9abb-4e7d-9a76-ed7c01080bfc,Xerxes,Sadd,06 May 2017,05 March 2019,Part-Time,United States,Huntsville,Engineering,Consumer Services
1973af5c-49b1-466b-aa48-6a4151563bf2,Neville,Tanti,18 April 2017,16 January 2018,Contractor,United States,Huntington,Accounting,Capital Goods
5afbc6f6-5291-4eb1-a214-f8f83efa53c1,Heall,Piercy,25 March 2019,21 August 2019,Temporary,United States,Montgomery,Accounting,Consumer Non-Durables
aa6158c9-006f-45e5-9785-da7c86085743,Lura,Kellington,16 November 2017,10 November 2020,Temporary,United States,Chicago,Marketing,Public Utilities
c07b0947-dcc9-4018-b5bf-26822ec28565,Edee,Mays,10 March 2018,27 March 2019,Apprentice,United States,Toledo,Product Management,Health Care
d7462d06-2e65-4877-a35a-8e0f61f5a180,Dore,Benns,27 February 2018,22 August 2019,Apprentice,United States,Houston,Product Management,n/a
1196e462-8d11-4dba-9d75-b1f67575281a,Munmro,Feenan,03 August 2018,27 January 2020,Apprentice,United States,Punta Gorda,Legal,Consumer Non-Durables
e77c36b6-8fb6-4aca-87ff-4c4606b6a92d,Delphine,Presnall,22 January 2017,13 June 2018,Temporary,United States,Washington,Training,n/a
f452e195-3558-4f20-8f7c-2bbbd0686dbd,Alexandro,Kisting,01 May 2017,12 May 2018,Contractor,United States,Simi Valley,Services,Consumer Services
aa2d403e-50d3-4b74-b0a8-ad8ee09c2675,Analiese,Van der Baaren,17 June 2019,20 September 2020,Part-Time,United States,Fort Myers,Marketing,Energy
c3d5980f-cceb-4f09-a114-51655a0e3fbc,Cathryn,Minmagh,17 February 2019,10 April 2020,Contractor,United States,Houston,Sales,n/a
192734aa-6647-4b2b-ae91-2282f7d1cd51,Yulma,Bucklee,13 October 2018,06 November 2020,Part-Time,United States,Jacksonville,Research and Development,Finance
2b61675b-fd27-4196-969e-198c65e817c2,Loren,O'Dooghaine,06 May 2019,30 June 2019,Apprentice,United States,Memphis,Sales,Consumer Services
34f05513-50a4-4559-9b0c-78f03b34a01a,Sterling,Fotheringham,25 July 2017,08 January 2020,Contractor,United States,Garland,Human Resources,Technology
11a231ac-37cb-40fb-9120-1b3316b0bd03,Jean,Bydaway,12 October 2017,05 September 2019,Contractor,United States,Van Nuys,Marketing,Technology
e28af6ec-3a66-43ba-965e-f6c6a0653562,Thorndike,Masselin,28 March 2017,16 March 2020,Apprentice,United States,Memphis,Accounting,Technology
41813099-403c-405a-b17d-135a808bb57a,Bertrando,Whiteley,17 September 2018,09 January 2019,Contractor,United States,Salt Lake City,Business Development,Technology
7b7a048b-0342-4e3b-8f63-c38ece671413,Florette,Storrock,09 November 2017,30 September 2020,Contractor,United States,Bloomington,Support,Transportation
9570bff6-5af1-4e96-a6d7-0b7d31551f01,Catina,Bernhart,10 January 2020,13 October 2020,Part-Time,United States,Chicago,Product Management,Finance
2d29ed25-66b1-4083-a863-31142190017e,Ernaline,Dunkerton,12 September 2020,08 December 2020,Temporary,United States,Saint Cloud,Engineering,Health Care
